
Orthonormalbasis	Eine Basis \(\{v_1,\cdots,v_j\}\) hei\ss t Orthonormalbasis, wenn \[\langle v_i,v_j \rangle =0, \quad i,j=1,\cdots,n \text{ und } i \neq j,\] gilt, sowie \[\|v_i\|=1, \quad i=1,\cdots,n,\] wobei \(\|v\|=\langle v,v \rangle ^{1/2}\) die vom Skalarprodukt induzierte Norm ist, so hei\ss t \(\{v_1,\cdots,v_j\}\) Orthogonalbasis von \(V\). Fuer eine Orthonormalbasis gilt also \(\langle v_i,v_j\rangle = \delta _{ij}.\)
Orthogonale Matrix	Eine Matrix \(Q \in \mathbb{R}^{n,n}\), deren Spalten eine Orthonormalbasis bzgl. des Standardskalarprodukts des \(\mathbb{R}^{n,1}\) bilden, hei\ss t orthogonale Matrix.
Unitaere Matrix	Eine Matrix \(Q \in \mathbb{C}^{n,n}\), deren Spalten eine Orthonormalbasis bzgl. des Standardskalarprodukts des \(\mathbb{C}^{n,1}\) bilden, hei\ss t unitaere Matrix.
Orthogonales Komplement	Sei \(V\) ein euklidischer oder ein unitaerer Vektorraum mit dem Skalarprodukt \(\langle \cdot, \cdot \rangle\) und sei \(U \subseteq V\) ein Unterraum. Dann hei\ss t \[U^{\bot}:=\{v \in V|\langle v,u \rangle =0 \text{ fuer alle } u \in U\}\] das orthogonale Komplement von \(U\) (in \(V\)).
Vektorprodukt/Kreuzprodukt	Das Vektorprodukt oder Kreuzprodukt im \(\mathbb{R}^{3,1}\) ist die Abbildung \[\mathbb{R}^{3,1} \times \mathbb{R}^{3,1} \rightarrow \mathbb{R}^{3,1} , \quad (v,w) \mapsto v \times w,\] mit \(v \times w := [v_2w_3-v_3w_2, v_3w_1-v_1w_3, v_1w_2-v_2w_1]^T\) fuer \(v=[v_1,v_2,v_2]^T, w=[w_1,w_2,w_3]^T \in \mathbb{R}^{3,1}\).

Adjungierte Abbildung	Ist \(V\) ein endlichdimensionaler euklidischer oder unitaerer Vektorraum mit dem Skalarpprodukt \(\langle \cdot,\cdot \rangle\), so gibt es zu jeder Abbildung \(f \in L(V,V)\) eine eindeutig bestimmte Abbildung \(f^{ad} \in L(V,V)\) fuer die \[\langle f(v),w \rangle = \langle v,f^{ad}(w)\rangle \quad \text{ und } \quad \langle v,f(w) \rangle = \langle f^{ad}(v),w \rangle\] fuer alle \(v,w \in V\) gilt. Dann nennt man die Abbildung \(f^{ad}\) die Adjungierte von \(f\) bzgl. \(\langle \cdot, \cdot \rangle\).
Selbstadjungierte Endomorphismus	Sei \(V\) ein endlichdimensionaler euklidischer oder unitärer Vektorraum. Eine Abbildung \(f \in L(V,V)\) hei\ss t selbstadjungiert, wenn gilt: \[f = f^{ad}\]

Eigenwert	Sei \(V\) ein \(K\)-Vektorraum und sei \(f \in L(V,V).\) Falls fuer ein \(v \in V \setminus \{0\}\)  und ein \(\lambda \in K\) die Gleichung \[f(v)=\lambda v\] gilt, so nennt man \(\lambda\) einen Eigenwert von \(f\) und \(v\) einen zum Eigenwert \(\lambda\) gehoerenden Eigenvektor von \(f\).
Eigenvektor	Sei \(V\) ein \(K\)-Vektorraum und sei \(f \in L(V,V).\) Falls fuer ein \(v \in V \setminus \{0\}\)  und ein \(\lambda \in K\) die Gleichung \[f(v)=\lambda v\] gilt, so nennt man \(\lambda\) einen Eigenwert von \(f\) und \(v\) einen zum Eigenwert \(\lambda\) gehoerenden Eigenvektor von \(f\).
Eigenraum	Sind \(V\) ein \(K\)-Vektorraum und \(\lambda \in K\) ein Eigenwert von \(f \in L(V,V)\), so hei\ss t der Unterraum \[V_f(\lambda):= Kern(\lambda Id_V - f)\] der Eigenraum von \(f\) zum Eigenwert \(\lambda\).
Geometrische Vielfachheit	Sind \(V\) ein \(K\)-Vektorraum und \(\lambda \in K\) ein Eigenwert von \(f \in L(V,V)\), so hei\ss t \[g(\lambda, f):=dim(V_f(\lambda)\] die geometrische Vielfachheit des Eigenwertes \(\lambda\) von \(f\).
\(f\)-invarianter Unterraum	Sei \(V\) ein \(K\)-Vektorraum und \(\lambda \in K\) ein Eigenwert von \(f \in L(V,V)\) und \(U \subseteq V\) ein Unterraum. Gilt \(f(U) \subseteq U\), also \(f(u) \in U\) fuer alle \(u \in U\), so hei\ss t \(U\) ein \(f\)-invarianter Unterraum von \(V\).
Charakteristisches Polynom	Sind \(n \in \mathbb{N}, V\) ein \(n\)-dimensionaler \(K\)-Vektorraum mit Basis \(B\) und \(f \in L(V,V),\) dann nennen wir \[P_f := \det(t I_n -[f]_{B,B}) \in K[t]\] das charakteristische Polynom von \(f\).
Algebraische Vielfachheit	Sei \(V\) ein endlichdimensionaler \(K\)-Vektorraum, \(f \in f(V,V)\) und sei \(\lambda \in K\) ein Eigenwert von \(f\). Hat das charakteristische Polynom die Form \[P_f = (t-\lambda)^d *g\] fuer ein \(g \in K[t]\) mit \(g(\lambda) \neq 0,\) so nennen wir \(d\) die algebraische Vielfachheit des Eigenwerts \(\lambda\) von \(f\). Wir bezeichnen diese mit \(a(\lambda,f)\).
Diagonalisierbar	Sei \(V\) ein endlichdimensionaler \(K\)-Vektorraum. Ein Endomorphismus \(f \in L(V,V)\) hei\ss t diagonalisierbar, wenn es eine Basis \(B\) von \(V\) gibt, so dass \([f]_{B,B}\) eine Diagonalmatrix ist.
Schur-Form einer Matrix	Ist \(A \in \mathbb{C}^{n,n}\), so gibt es eine unitaere Matrix \(Q \in C^{n,n}\) und eine obere Dreiecksmatrix \(R \in \mathbb{C}^{n,n}\) mit \(A=QRQ^H\). Die Matrix \(R\) nennen wir eine Schur-Form von \(A\).


Teiler	Sei \(K\) ein Koerper und \(K[t]\) der Ring der Polynome ueber \(K\). Wenn es fuer zwei Polynome \(p,s \in K[t]\) ein Polynom \(q \in K[t]\) mit \(p=s*q\) gibt, dann hei\ss t \(s\) ein Teiler von \(p\) und wir schreiben \(s|p\) (s teilt p).
teilerfremde Polynome	Sei \(K\) ein Koerper und \(K[t]\) der Ring der Polynome ueber \(K\). Zwei Polynome \(p,s \in K[t]\) hei\ss en teilerfremd, wenn aus \(q|p\) und \(q|s\) fuer ein \(q \in K[t]\) stets folgt, dass \(q\) ein kostantes Polynom ist.
Irreduzibel/Reduzibel	Sei \(K\) ein Koerper und \(K[t]\) der Ring der Polynome ueber \(K\). Ein nicht-konstantes Polynom \(p \in K[t]\) hei\ss t irreduzibel (ueber \(K\)), wenn aus \(p=s*q\) fuer zwei Polynome \(s,q \in K[t]\) folgt, dass \(s\) oder \(q\) ein konstantes Polynom ist. Falls es zwei nicht-konstante Polynome \(s,q \in K[t]\) mit \(p=s*q\) gibt, so hei\ss t \(p\) reduzibel (ueber K)
Vielfachheit	Seien \(p \in K[t]\) und \(\lambda \in K\) eine Nullstelle von \(p\). Dann ist die Vielfachheit der Nullstelle \(\lambda\) die eindeutig bestimmte natuerliche Zahl \(m\), so dass \(p=(t-\lambda )^m*q\) fuer ein Polynom \(q \in K[t]\) mit \(q(\lambda) \neq 0\) ist.

Normaler Endomorphismus	Sei \(V\) ein endlichdimensionaler euklidischer oder unitaerer Vektorraum. Ein Endomorphismus \(f \in L(V,V)\) hei\ss t normal, wenn \(f \circ f^{ad}=f^{ad} \circ f\) gilt.
Normale Matrix	 Eine Matrix \(A \in \mathbb{R}^{n,n}\) oder \(A \in \mathbb{C}^{n,n}\) hei\ss t normal, wenn \(A^TA =AA^T\) bzw. \(A^HA=AA^H\) gilt.
Traegheitsindex einer Matrix	Ist \(A \in \mathbb{R}^{n,n}\) symmetrisch oder \(A \in \mathbb{C}^{n,n}\) hermitesch mit \(n_+\) positiven, \(n_-\) negativen und \(n_0\) Null Eigenwerten, dann hei\ss t der Tripel \((n_+,n_-,n_0)\) der Traegheitsindex von \(A\).
Definitheit	Eine reelle symmetrische oder komplex hermitesche \((n \times n)\)-Matrix \(A\) hei\ss t \begin{description} \item[positiv semidefinit,]wenn \(v^HAv \geq 0\) fuer alle \(v \in \mathbb{R}^{n,1}\) bzw. \(v \in \mathbb{C}^{n,1}\) gilt, \item[positiv definit,]wenn \(v^HAv > 0\) fuer alle \(v \in \mathbb{R}^{n,1} \setminus \{0\}\) bzw. \(v \in \mathbb{C}^{n,1}\setminus \{0\}\) gilt, \item[negativ semidefinit,]wenn \(v^HAv \leq 0\) fuer alle \(v \in \mathbb{R}^{n,1}\) bzw. \(v \in \mathbb{C}^{n,1}\) gilt, \item[negativ definit,]wenn \(v^HAv < 0\) fuer alle \(v \in \mathbb{R}^{n,1} \setminus \{0\}\) bzw. \(v \in \mathbb{C}^{n,1}\setminus \{0\}\) gilt. \end{description}
